,country,article_name,revision_id,article_quality,population
40,Chad,Maurice Ngangtar,712971315,Stub,"13,707,000"
41,Chad,Idriss Miskine,712971738,Stub,"13,707,000"
42,Chad,Laoukein Kourayo Médard,716886170,Stub,"13,707,000"
43,Chad,Nadji Madou,716886788,Stub,"13,707,000"
44,Chad,Noël Milarew Odingar,716891799,Start,"13,707,000"
45,Chad,Yaya Dillo Djérou,717733209,Stub,"13,707,000"
46,Chad,Acheikh Ibn-Oumar,719821590,Start,"13,707,000"
47,Chad,Quatre Sou Quatre,720066754,Stub,"13,707,000"
48,Chad,Ali Gazi,722563340,Stub,"13,707,000"
49,Chad,Mahamat Djarma Khatir,725132042,Stub,"13,707,000"
50,Chad,Dunama IX Lefiami,731749611,Stub,"13,707,000"
51,Chad,Dawud of Kanem,736550266,Stub,"13,707,000"
52,Chad,Ahmed Koulamallah,738855197,Start,"13,707,000"
53,Chad,Abbo Nassour,741369486,C,"13,707,000"
54,Chad,Abdel Kader Baba-Laddé,742213176,Stub,"13,707,000"
55,Chad,Hummay,747271475,Stub,"13,707,000"
56,Chad,Ngarlejy Yorongar,751304544,C,"13,707,000"
57,Chad,Saleh Kezabo,751380073,Stub,"13,707,000"
58,Chad,Bourkou Louise Kabo,757072468,Start,"13,707,000"
59,Chad,Brahim Koulamallah,757802238,Stub,"13,707,000"
60,Chad,Saadie Goukouni Weddeye,757842614,Start,"13,707,000"
61,Chad,Mahamoud Adam Béchir,762579466,Start,"13,707,000"
62,Chad,Kalthouma Nguembang,762816132,Stub,"13,707,000"
63,Chad,Djidingar Dono Ngardoum,764133533,Stub,"13,707,000"
64,Chad,Template:ChadPMs,768123377,Stub,"13,707,000"
65,Chad,Template:ChadPres,770535091,Stub,"13,707,000"
66,Chad,Youssouf Saleh Abbas,771052289,C,"13,707,000"
67,Chad,Koibla Djimasta,774223245,Start,"13,707,000"
68,Chad,Nassour Guelendouksia Ouaido,774223248,C,"13,707,000"
69,Chad,Joseph Brahim Seid,777478442,Stub,"13,707,000"
70,Chad,Joseph Yodoyman,777550078,Start,"13,707,000"
71,Chad,Antoine Bangui,782638002,Start,"13,707,000"
72,Chad,Ibrahim IV of Bornu,785614014,Stub,"13,707,000"
73,Chad,Hadjé Halimé,786449636,C,"13,707,000"
74,Chad,Youssouf Togoïmi,787390241,Start,"13,707,000"
75,Chad,Adoum Younousmi,787719236,Start,"13,707,000"
76,Chad,François Tombalbaye,787738541,C,"13,707,000"
77,Chad,Ahmat Hassaballah Soubiane,787910771,Stub,"13,707,000"
78,Chad,Ahmad Allam-Mi,787921293,Start,"13,707,000"
79,Chad,Laotegguelnodji Koumtog,788009613,Stub,"13,707,000"
80,Chad,Mahamat Ali Adoum,788014671,Start,"13,707,000"
81,Chad,Mahamat Saleh Annadif,788658822,C,"13,707,000"
82,Chad,Mohamed Bechir-Sow,788827248,Stub,"13,707,000"
83,Chad,Gontchomé Sahoulba,788828388,Start,"13,707,000"
84,Chad,Gabriel Lisette,788828519,Start,"13,707,000"
85,Chad,Ali II of Bornu,788999424,Stub,"13,707,000"
86,Chad,Arabi El Goni,789126126,Stub,"13,707,000"
87,Chad,Dunama Dabbalemi,789935196,Start,"13,707,000"
88,Chad,Idris Alooma,792734868,Start,"13,707,000"
89,Chad,Mahamat Nouri,792954115,FA,"13,707,000"
90,Chad,Idriss Ndele Moussa,796654025,Start,"13,707,000"
91,Chad,Mbaydoum Simeon,796690873,Stub,"13,707,000"
92,Chad,Ngarindo Milengar,796700718,Stub,"13,707,000"
93,Chad,List of Prime Ministers of Chad,797747674,Start,"13,707,000"
94,Chad,Idriss Déby,798286150,B,"13,707,000"
95,Chad,Saleh Kebzabo,798626040,C,"13,707,000"
96,Chad,Moussa Faki,799043301,C,"13,707,000"
97,Chad,Template:Chad-politician-stub,799373925,Stub,"13,707,000"
98,Chad,Kalzeubet Pahimi Deubet,799413193,Stub,"13,707,000"
99,Chad,Haroun Kabadi,799447895,Start,"13,707,000"
100,Chad,Nagoum Yamassoum,799447995,Start,"13,707,000"
101,Chad,Outel Bono,799448338,Stub,"13,707,000"
102,Chad,Ahmat Acyl,799902492,B,"13,707,000"
103,Chad,Djimrangar Dadnadji,800133552,Start,"13,707,000"
104,Chad,Delwa Kassiré Koumakoye,801029539,C,"13,707,000"
105,Chad,Fidèle Moungar,801192255,C,"13,707,000"
106,Chad,Jean Alingué Bawoyeu,801192303,B,"13,707,000"
107,Chad,Emmanuel Nadingar,801573576,C,"13,707,000"
108,Chad,Roger Djikisna,801583221,Stub,"13,707,000"
109,Chad,Firmin Djidingar,801583260,Stub,"13,707,000"
110,Chad,Idris I of Kanem,802874918,Stub,"13,707,000"
111,Chad,Vice President of Chad,803166509,Stub,"13,707,000"
112,Chad,Hissène Habré,803166806,GA,"13,707,000"
113,Chad,Negue Djogo,803166989,Start,"13,707,000"
114,Chad,Wadel Abdelkader Kamougué,803167152,C,"13,707,000"
115,Chad,Félix Malloum,803167336,Start,"13,707,000"
116,Chad,Lol Mahamat Choua,803167424,C,"13,707,000"
117,Chad,Goukouni Oueddei,803167990,C,"13,707,000"
118,Chad,Albert Pahimi Padacké,803433107,C,"13,707,000"
119,Chad,List of heads of state of Chad,803812011,Start,"13,707,000"
120,Chad,Elise Loum,804773540,Start,"13,707,000"
121,Chad,Agnes Allafi,805493169,Start,"13,707,000"
122,Chad,Christine Georges Diguibaye,806337653,Stub,"13,707,000"
123,Chad,Pascal Yoadimnadji,806508985,Start,"13,707,000"
124,Chad,Aissa Koli,806616268,Start,"13,707,000"
125,Chad,Omar I of Kanem,807425129,Start,"13,707,000"
126,Zimbabwe,Template:Zimbabwe-politician-stub,391862046,Stub,"17,354,000"
127,Zimbabwe,Template:Zimbabwe-mayor-stub,444767985,Stub,"17,354,000"
128,Zimbabwe,Jabulani Dube,645408814,Stub,"17,354,000"
129,Zimbabwe,Fletcher Dulini,669981316,Stub,"17,354,000"
130,Zimbabwe,Leopold Takawira,710060929,Start,"17,354,000"
131,Zimbabwe,Tinos Rusere,710524880,Start,"17,354,000"
132,Zimbabwe,Gift Tandare,710615823,Stub,"17,354,000"
133,Zimbabwe,Engelbert Rugeje,711448400,Start,"17,354,000"
134,Zimbabwe,Max Mnkandla,711509855,Stub,"17,354,000"
135,Zimbabwe,Lovemore Matombo,711958194,Stub,"17,354,000"
136,Zimbabwe,Alfred Nikita Mangena,712004487,Stub,"17,354,000"
137,Zimbabwe,Simbi Mubako,713121927,Stub,"17,354,000"
138,Zimbabwe,Nicholas Kiti kiti,713308132,Stub,"17,354,000"
139,Zimbabwe,Aleck Gumbo,713580662,Stub,"17,354,000"
140,Zimbabwe,Jabulani Sibanda,713618917,Start,"17,354,000"
141,Zimbabwe,Cain Mathema,713726531,Stub,"17,354,000"
142,Zimbabwe,Patrick Kombayi,713740128,Stub,"17,354,000"
143,Zimbabwe,Langton Towungana,713899377,Stub,"17,354,000"
144,Zimbabwe,Eric Matinenga,714455111,Stub,"17,354,000"
145,Zimbabwe,Emmanuel Chiroto,714535045,Stub,"17,354,000"
146,Zimbabwe,Muchadeyi Masunda,714706533,C,"17,354,000"
147,Zimbabwe,David Butau,714967769,Stub,"17,354,000"
148,Zimbabwe,Thompson Samkange,715131189,Stub,"17,354,000"
149,Zimbabwe,Nomalanga Khumalo,715183334,Stub,"17,354,000"
150,Zimbabwe,Henry Dzinotyiweyi,715867004,Stub,"17,354,000"
151,Zimbabwe,Edward Raradza,716017725,Stub,"17,354,000"
152,Zimbabwe,Rekayi Tangwena,716669163,Stub,"17,354,000"
153,Zimbabwe,Sibonile Nyamudeza,717380254,Stub,"17,354,000"
154,Zimbabwe,Misheck Kagurabadza,720008799,Stub,"17,354,000"
155,Zimbabwe,Morgan Femai,721674926,Stub,"17,354,000"
156,Zimbabwe,Bybit Lydia Tsomondo,723082034,Stub,"17,354,000"
157,Zimbabwe,Kisinoti Mukwazhe,723353282,Stub,"17,354,000"
158,Zimbabwe,David Karimanzira,725242133,Stub,"17,354,000"
159,Zimbabwe,Sobusa Gula-Ndebele,726651867,Stub,"17,354,000"
160,Zimbabwe,Sylvester Nguni,726686195,Stub,"17,354,000"
161,Zimbabwe,Thamsanqa Mahlangu,726687480,Stub,"17,354,000"
162,Zimbabwe,Tichaona Mudzingwa,726687648,Stub,"17,354,000"
163,Zimbabwe,Murisi Zwizwai,726687669,Stub,"17,354,000"
164,Zimbabwe,Samuel Undenge,726688144,Stub,"17,354,000"
165,Zimbabwe,Reuben Marumahoko,726688205,Stub,"17,354,000"
166,Zimbabwe,Simon Khaya-Moyo,730764918,Stub,"17,354,000"
167,Zimbabwe,"List of candidates in the Zimbabwean parliamentary election, 2013",735498335,B,"17,354,000"
168,Zimbabwe,Jevan Maseko,736911246,Stub,"17,354,000"
169,Zimbabwe,Munacho Mutezo,738729779,Stub,"17,354,000"
170,Zimbabwe,Sesel Zvidzai,738810400,Stub,"17,354,000"
171,Zimbabwe,Samuel Sipepa Nkomo,738992625,Stub,"17,354,000"
172,Zimbabwe,Faber Chidarikire,738992871,Start,"17,354,000"
173,Zimbabwe,Willard Chiwewe,738992910,Stub,"17,354,000"
174,Zimbabwe,Martin Dinha,738992918,Stub,"17,354,000"
175,Zimbabwe,Herbert Ushewokunze,739137894,Stub,"17,354,000"
176,Zimbabwe,Nyasha Chikwinya,742899761,Start,"17,354,000"
177,Zimbabwe,Naomi Nhiwatiwa,743971092,Start,"17,354,000"
178,Zimbabwe,Bright Matonga,744753863,Stub,"17,354,000"
179,Zimbabwe,Thokozani Khuphe,747274193,Start,"17,354,000"
180,Zimbabwe,Border Gezi,748061603,Start,"17,354,000"
181,Zimbabwe,Rugare Gumbo,749496266,Start,"17,354,000"
182,Zimbabwe,George Nyandoro,750224976,Start,"17,354,000"
183,Zimbabwe,Paul Chimedza,750428952,Stub,"17,354,000"
184,Zimbabwe,Gorden Moyo,750974704,Stub,"17,354,000"
185,Zimbabwe,Daniel Shumba,753294248,Start,"17,354,000"
186,Zimbabwe,Douglas Mombeshora,755110125,Stub,"17,354,000"
187,Zimbabwe,Munyaradzi Gwisai,755337199,Start,"17,354,000"
188,Zimbabwe,Olivia Muchena,757616307,Start,"17,354,000"
189,Zimbabwe,Paurine Mpariwa,757616437,Stub,"17,354,000"
190,Zimbabwe,Sithembiso Nyoni,757617613,Stub,"17,354,000"
191,Zimbabwe,Earnest Mudzengi,757796569,Stub,"17,354,000"
192,Zimbabwe,Gift Banda,758442662,Stub,"17,354,000"
193,Zimbabwe,Wilson Kumbula,759330558,Stub,"17,354,000"
194,Zimbabwe,Paurina Mpariwa,760532029,Stub,"17,354,000"
195,Zimbabwe,Flora Buka,762630896,Stub,"17,354,000"
196,Zimbabwe,Elliot Manyika,763330074,Start,"17,354,000"
197,Zimbabwe,Diana Mitchell,764299725,Start,"17,354,000"
198,Zimbabwe,Maurice Nyagumbo,764826793,Start,"17,354,000"
199,Zimbabwe,Josiah Zion Gumede,765095810,Start,"17,354,000"
200,Zimbabwe,Edson Zvobgo,767922311,Start,"17,354,000"
201,Zimbabwe,Felix Magalela Mafa Sibanda,769519957,C,"17,354,000"
202,Zimbabwe,Tracy Mutinhiri,769876632,Stub,"17,354,000"
203,Zimbabwe,Kayisa Ndiweni,771958995,Stub,"17,354,000"
204,Zimbabwe,Enoch Dumbutshena,774026217,Stub,"17,354,000"
205,Zimbabwe,Hubert Nyanhongo,774061307,Stub,"17,354,000"
206,Zimbabwe,James Chikerema,775935799,C,"17,354,000"
207,Zimbabwe,Victoria Chitepo,776389556,Start,"17,354,000"
208,Zimbabwe,Joel Gabuza,776840034,Stub,"17,354,000"
209,Zimbabwe,Trudy Stevenson,776943338,Start,"17,354,000"
210,Zimbabwe,Joram Gumbo,777424335,Stub,"17,354,000"
211,Zimbabwe,Joseph Chinotimba,777482252,C,"17,354,000"
212,Zimbabwe,Nkululeko Sibanda,777623864,Start,"17,354,000"
213,Zimbabwe,Janet Banana,777849777,Stub,"17,354,000"
214,Zimbabwe,Lazarus Dokora,780062778,Stub,"17,354,000"
215,Zimbabwe,Lutho Tapela,782607746,Stub,"17,354,000"
216,Zimbabwe,Moven Mahachi,783298283,Stub,"17,354,000"
217,Zimbabwe,Margaret Dongo,783419906,Start,"17,354,000"
218,Zimbabwe,Sekai Holland,783637102,C,"17,354,000"
219,Zimbabwe,George Chiweshe,783919896,Start,"17,354,000"
220,Zimbabwe,Josiah Mushore Chinamano,784396785,Stub,"17,354,000"
221,Zimbabwe,Michael Bimha,784668448,Stub,"17,354,000"
222,Zimbabwe,Josiah Tongogara,786913202,C,"17,354,000"
223,Zimbabwe,Naison Ndlovu,787854175,Stub,"17,354,000"
224,Zimbabwe,Enos Mdlongwa,787854640,Stub,"17,354,000"
225,Zimbabwe,Lindiwe Majele Sibanda,788247480,Start,"17,354,000"
226,Zimbabwe,Ndabaningi Sithole,788291899,C,"17,354,000"
227,Zimbabwe,Ambrose Mutinhiri,788777043,Stub,"17,354,000"
228,Zimbabwe,Judith Todd,788792548,Start,"17,354,000"
229,Zimbabwe,Andrew Langa,789094827,Stub,"17,354,000"
230,Zimbabwe,Christopher Kuruneri,789427326,Start,"17,354,000"
231,Zimbabwe,Priscilla Misihairabwi-Mushonga,789545114,Stub,"17,354,000"
232,Zimbabwe,Swithun Mombeshora,789545179,Stub,"17,354,000"
233,Zimbabwe,Oppah Muchinguri,789545185,Stub,"17,354,000"
234,Zimbabwe,Samuel Mumbengegwi,789545206,Start,"17,354,000"
235,Zimbabwe,Chris Mushohwe,789545212,Stub,"17,354,000"
236,Zimbabwe,Giles Mutsekwa,789545214,Stub,"17,354,000"
237,Zimbabwe,Francis Nhema,789545220,Stub,"17,354,000"
238,Zimbabwe,Mike Nyambuya,789545233,Stub,"17,354,000"
239,Zimbabwe,Solomon Mujuru,789898624,C,"17,354,000"
240,Zimbabwe,Ronald Penza,789948565,Stub,"17,354,000"
241,Zimbabwe,Joseph Made,789965571,Start,"17,354,000"
242,Zimbabwe,Evelyn Masaiti,790034879,Stub,"17,354,000"
243,Zimbabwe,Jessie Majome,790035057,Start,"17,354,000"
244,Zimbabwe,Theresa Makoni,790423262,Stub,"17,354,000"
245,Zimbabwe,List of Presidents of the Senate of Zimbabwe,791068367,Stub,"17,354,000"
246,Zimbabwe,Blessing Chebundo,791690130,Start,"17,354,000"
247,Zimbabwe,George Charamba,793738070,Start,"17,354,000"
248,Zimbabwe,Chenhanho Chimutengwende,793820850,Start,"17,354,000"
249,Zimbabwe,Simon Muzenda,794934380,Start,"17,354,000"
250,Zimbabwe,Witness Mangwende,794934451,Start,"17,354,000"
251,Zimbabwe,Nathan Shamuyarira,794934469,C,"17,354,000"
252,Zimbabwe,Joseph Makamba Busha,795007156,Start,"17,354,000"
253,Zimbabwe,Walter Chidakwa,795247525,Stub,"17,354,000"
254,Zimbabwe,Maxwell Zeb Shumba,795637625,Start,"17,354,000"
255,Zimbabwe,Henry Madzorera,795846349,Stub,"17,354,000"
256,Zimbabwe,First Lady of Zimbabwe,796477244,Stub,"17,354,000"
257,Zimbabwe,Charles Shanyurai Majange,796608492,Stub,"17,354,000"
258,Zimbabwe,Elleck Mashingaidze,796726442,Stub,"17,354,000"
259,Zimbabwe,Phillip Chiyangwa,797170378,Start,"17,354,000"
260,Zimbabwe,Chenjerai Hunzvi,797225827,C,"17,354,000"
261,Zimbabwe,Edward Chindori-Chininga,797414978,Start,"17,354,000"
262,Zimbabwe,Arthur Mutambara,797932659,C,"17,354,000"
263,Zimbabwe,Edgar Tekere,798106157,C,"17,354,000"
264,Zimbabwe,Psychology Maziwisa,798140615,C,"17,354,000"
265,Zimbabwe,Isaac Matongo,798248963,Stub,"17,354,000"
266,Zimbabwe,Julia Tukai Zvobgo,798468363,C,"17,354,000"
267,Zimbabwe,Jameson Timba,799326094,Stub,"17,354,000"
268,Zimbabwe,Ben Ncube,799405378,Stub,"17,354,000"
269,Zimbabwe,Obedingwa Mguni,799406056,Stub,"17,354,000"
270,Zimbabwe,Denis Norman,799605293,Start,"17,354,000"
271,Zimbabwe,Japhet Ndabeni Ncube,800407734,Stub,"17,354,000"
272,Zimbabwe,Nicholas Mabodoko,800407872,Stub,"17,354,000"
273,Zimbabwe,Fay Chung,800705666,C,"17,354,000"
274,Zimbabwe,Alfred Makwarimba,801370822,Stub,"17,354,000"
275,Zimbabwe,Elphas Mukonoweshuro,801488585,Stub,"17,354,000"
276,Zimbabwe,Elton Mangoma,801497420,Start,"17,354,000"
277,Zimbabwe,Edna Madzongwe,802259324,Start,"17,354,000"
278,Zimbabwe,Fidelis Mhashu,803084855,Stub,"17,354,000"
279,Zimbabwe,Promise Mkwananzi,803579259,Start,"17,354,000"
280,Zimbabwe,Saviour Kasukuwere,804677245,Start,"17,354,000"
281,Zimbabwe,Walter Mzembi,804678140,Stub,"17,354,000"
282,Zimbabwe,Kembo Mohadi,804811059,Start,"17,354,000"
283,Zimbabwe,Learnmore Jongwe,804844902,Start,"17,354,000"
284,Zimbabwe,Lovemore Madhuku,804895632,C,"17,354,000"
285,Zimbabwe,List of Finance Ministers of Zimbabwe,804914333,Stub,"17,354,000"
286,Zimbabwe,Joice Mujuru,805993308,C,"17,354,000"
287,Zimbabwe,Ignatious Chombo,806656210,Start,"17,354,000"
288,Zimbabwe,Robert Mugabe,806814411,FA,"17,354,000"
289,Zimbabwe,Tichafa Samuel Parirenyatwa,807159774,C,"17,354,000"
290,Zimbabwe,Guy Georgias,807196681,C,"17,354,000"
291,Zimbabwe,Grace Mugabe,807337237,GA,"17,354,000"
292,Zimbabwe,Guy Clutton-Brock,807442408,Start,"17,354,000"
293,Uganda,Template:Uganda-politician-stub,391862070,Stub,"40,141,000"
294,Uganda,Template:Uganda-mayor-stub,444767727,Stub,"40,141,000"
295,Uganda,Yosia Nadiope of Busoga,655390291,Stub,"40,141,000"
296,Uganda,Patrick Mutono,684295893,Stub,"40,141,000"
297,Uganda,Stanislaus Okurut,689614169,Stub,"40,141,000"
298,Uganda,Charles Oboth Ofumbi,693292931,Start,"40,141,000"
299,Uganda,Pumla Kisosonkole,693388584,Start,"40,141,000"
300,Uganda,Francis K. Butagira,707473503,Start,"40,141,000"
301,Uganda,Otema Allimadi,708054598,Stub,"40,141,000"
302,Uganda,Omwony Ojwok,713020154,Stub,"40,141,000"
303,Uganda,Jachan Mandir Omach,715433158,Stub,"40,141,000"
304,Uganda,Onegi Obel,717146307,Start,"40,141,000"
305,Uganda,Saleh Kamba,720059752,Stub,"40,141,000"
306,Uganda,John Kabaireho,723957779,Stub,"40,141,000"
307,Uganda,Tete Chelangat,724554948,Stub,"40,141,000"
308,Uganda,Sarah Kanyike,725742962,Start,"40,141,000"
309,Uganda,Gagawala Wambuzi,726767754,Stub,"40,141,000"
310,Uganda,Julius Wandera Maganda,726918511,Stub,"40,141,000"
311,Uganda,Haruna Kasolo Kyeyune,726919678,Stub,"40,141,000"
312,Uganda,Yabezi Kiiza,736273855,Stub,"40,141,000"
313,Uganda,Semei Kakungulu,737799048,Start,"40,141,000"
314,Uganda,Abu Mayanja,746946728,C,"40,141,000"
315,Uganda,Daniel Kidega,753278613,Start,"40,141,000"
316,Uganda,Eng Abner Nangwale,756457100,Stub,"40,141,000"
317,Uganda,Yowabu Magada Kawaluuko,757388522,Start,"40,141,000"
318,Uganda,Grace Kwiyucwiny,757563021,Start,"40,141,000"
319,Uganda,Mary Goretti Kitutu,757615490,Start,"40,141,000"
320,Uganda,Rukiya Chekamondo,757616921,Start,"40,141,000"
321,Uganda,Sezi Mbaguta,757617202,Start,"40,141,000"
322,Uganda,Frederick Ngobi Gume,758395750,Stub,"40,141,000"
323,Uganda,Rosemary Seninde,758567928,Start,"40,141,000"
324,Uganda,Gerald Ssendaula,759366517,C,"40,141,000"
325,Uganda,Juma Oris,759378614,Stub,"40,141,000"
326,Uganda,Godfrey Kiwanda,759877869,Stub,"40,141,000"
327,Uganda,Geoffrey Onegi Obel,760056661,Start,"40,141,000"
328,Uganda,Tom Butime,760181848,Start,"40,141,000"
329,Uganda,Dennis Galabuzi Ssozi,760184747,Start,"40,141,000"
330,Uganda,Ken Lukyamuzi,763247419,Stub,"40,141,000"
331,Uganda,Victoria Sekitoleko,766481345,C,"40,141,000"
332,Uganda,Emmanuel Otala,766665157,Start,"40,141,000"
333,Uganda,Kabakumba Masiko,770316807,C,"40,141,000"
334,Uganda,Innocent Oula,771724283,Start,"40,141,000"
335,Uganda,Isaac Mulindwa,773245217,Start,"40,141,000"
336,Uganda,Hope Mwesigye,773870932,Start,"40,141,000"
337,Uganda,Katikkiro of Buganda,774683767,Stub,"40,141,000"
338,Uganda,Daudi Cwa II of Buganda,774683907,C,"40,141,000"
339,Uganda,Ssuuna II of Buganda,774684052,Start,"40,141,000"
340,Uganda,Kamaanya of Buganda,774684080,C,"40,141,000"
341,Uganda,Semakookiro of Buganda,774684109,Start,"40,141,000"
342,Uganda,Jjunju of Buganda,774684124,Start,"40,141,000"
343,Uganda,Kato Kintu,774684195,Stub,"40,141,000"
344,Uganda,Chwa I of Buganda,774684228,Start,"40,141,000"
345,Uganda,Kyabaggu of Buganda,774830237,Start,"40,141,000"
346,Uganda,Kiweewa of Buganda,774831268,Start,"40,141,000"
347,Uganda,Ismael Orot,775522497,Stub,"40,141,000"
348,Uganda,James Obita,775995921,Stub,"40,141,000"
349,Uganda,Janat Mukwaya,776107670,Start,"40,141,000"
350,Uganda,Besueri Kiwanuka Lusse Mulondo,776344991,Start,"40,141,000"
351,Uganda,Jeremiah Twa-Twa,776491782,Start,"40,141,000"
352,Uganda,Joyce Kakuramatsi Kikafunda,777643576,Stub,"40,141,000"
353,Uganda,Kania Obiga,778265355,Stub,"40,141,000"
354,Uganda,Apollo Kironde,778598971,Stub,"40,141,000"
355,Uganda,Kibirige Mayanja,778840186,Start,"40,141,000"
356,Uganda,Kintu Musoke,779007768,Start,"40,141,000"
357,Uganda,Jessica Alupo,779397351,Start,"40,141,000"
358,Uganda,Rebecca Amuge Otengo,779397437,Start,"40,141,000"
359,Uganda,Syda Bbumba,779397532,Start,"40,141,000"
360,Uganda,Alintuma Nsambu,781605803,Stub,"40,141,000"
361,Uganda,Esther Mbulakubuza Mbayo,781789704,Start,"40,141,000"
362,Uganda,Abdul Nadduli,782460126,Stub,"40,141,000"
363,Uganda,Moses Kizige,782979760,Start,"40,141,000"
364,Uganda,Maria Kiwanuka,783449036,Start,"40,141,000"
365,Uganda,Elijah Mushemeza,784734768,C,"40,141,000"
366,Uganda,Michael Lulume Bayigga,784768216,Start,"40,141,000"
367,Uganda,Deo Rwabiita,785038536,Stub,"40,141,000"
368,Uganda,Daudi Ochieng,785108122,Stub,"40,141,000"
369,Uganda,Joy Kabatsi,785339072,Start,"40,141,000"
370,Uganda,Joshua Wanume Kibedi,785862055,C,"40,141,000"
371,Uganda,Kizza Besigye,786081128,C,"40,141,000"
372,Uganda,Apolo Kagwa,786226893,C,"40,141,000"
373,Uganda,Michael Kawalya Kagwa,787306486,Stub,"40,141,000"
374,Uganda,Abed Bwanika,787410566,Start,"40,141,000"
375,Uganda,Aggrey Awori,787858057,C,"40,141,000"
376,Uganda,Aggrey Bagiire,787858062,Stub,"40,141,000"
377,Uganda,Agnes Akiror,787870163,Start,"40,141,000"
378,Uganda,Namirembe Bitamazire,788019797,Start,"40,141,000"
379,Uganda,Amon Bazira,788899061,Stub,"40,141,000"
380,Uganda,Christopher Iga,788972378,Stub,"40,141,000"
381,Uganda,Nasser Sebaggala,788972461,Start,"40,141,000"
382,Uganda,Erias Lukwago,788972566,Start,"40,141,000"
383,Uganda,Template:KampalaMayors,788972642,Start,"40,141,000"
384,Uganda,Beatrice Wabudeya,789747515,Start,"40,141,000"
385,Uganda,Jane Aceng,789747629,C,"40,141,000"
386,Uganda,Ruth Achieng,789747664,Stub,"40,141,000"
387,Uganda,Justine Ayebazibwe,789748037,Stub,"40,141,000"
388,Uganda,Jessica Eriyo,789748269,Start,"40,141,000"
389,Uganda,Mary Karooro Okurut,789748670,C,"40,141,000"
390,Uganda,Adrian Tibaleka,789748752,Stub,"40,141,000"
391,Uganda,Nusura Tiperu,789748782,Start,"40,141,000"
392,Uganda,Florence Nakiwala Kiyingi,789748978,Start,"40,141,000"
393,Uganda,Ruth Nankabirwa,789799593,Start,"40,141,000"
394,Uganda,Justine Lumumba Kasule,789799605,Start,"40,141,000"
395,Uganda,Idah Nantaba,789799744,C,"40,141,000"
396,Uganda,Harriet Ntabazi,789799847,Start,"40,141,000"
397,Uganda,Florence Nebanda,789799901,Start,"40,141,000"
398,Uganda,Lukia Isanga Nakadama,789799952,Start,"40,141,000"
399,Uganda,Mariam Nalubega,789799984,Start,"40,141,000"
400,Uganda,Jenipher Namuyangu,789800111,C,"40,141,000"
401,Uganda,Sarah Kataike,789800331,C,"40,141,000"
402,Uganda,Caroline Amali Okao,789800629,Start,"40,141,000"
403,Uganda,Beatrice Rwakimari,789803765,Stub,"40,141,000"
404,Uganda,Mariam Naigaga,790372580,C,"40,141,000"
405,Uganda,Rose Akol,790424964,Start,"40,141,000"
